numero_processo
0002969-66.2020.4.03.6337
0002108-80.2020.4.03.6337
0002706-34.2020.4.03.6337
0002613-37.2021.4.03.6337
0002476-89.2020.4.03.6337
0004124-70.2021.4.03.6337
0002200-58.2020.4.03.6337
0000047-18.2021.4.03.6337
0000109-58.2021.4.03.6337
0002121-79.2020.4.03.6337
0001727-72.2020.4.03.6337
0002144-25.2020.4.03.6337
0001253-46.2014.4.03.6100
0001955-47.2020.4.03.6337
0000429-50.2017.4.03.6337
0000436-37.2020.4.03.6337
0001040-95.2020.4.03.6337
0000273-57.2020.4.03.6337
0001469-72.2014.4.03.6337
0001042-65.2020.4.03.6337
5013747-79.2024.4.03.6301
5076078-34.2023.4.03.6301
5001797-89.2024.4.03.6328
5001293-89.2023.4.03.6305
5004152-32.2018.4.03.6183
5005914-74.2023.4.03.6000
5024548-80.2021.4.03.6100
5007113-67.2024.4.03.6301
5001179-71.2023.4.03.6202
5002448-06.2023.4.03.6313
5001249-88.2023.4.03.6202
5004440-93.2022.4.03.6100
5027050-21.2023.4.03.6100
5000430-81.2024.4.03.6311
5007904-46.2017.4.03.6183
5016878-38.2018.4.03.6183
5001989-14.2018.4.03.6140
5039190-32.2024.4.03.6301
5011314-78.2018.4.03.6183
0000943-71.2014.4.03.6122
0010273-79.2009.4.03.6183
0003800-74.2006.4.03.6121
0001003-76.2016.4.03.6121
0000881-25.2009.4.03.6116
0002086-35.2013.4.03.6121
0001796-49.2015.4.03.6121
0001034-64.2014.4.03.6122
0001089-04.2007.4.03.6108
0009860-27.2010.4.03.6120
0012688-23.2015.4.03.6119
0006056-44.2016.4.03.6119
0012109-85.2009.4.03.6119
0006871-75.2015.4.03.6119
0001325-49.2009.4.03.6119
0003113-59.2013.4.03.6119
0003587-59.2015.4.03.6119
0000619-56.2015.4.03.6119
0004881-83.2014.4.03.6119
0000097-10.2007.4.03.6119
0005688-40.2013.4.03.6119
0000703-80.2013.4.03.6134
0002443-68.2016.4.03.6134
0013715-54.2013.4.03.6105
0007536-70.2014.4.03.6105
0001052-05.2015.4.03.6105
0002218-03.2009.4.03.6002
0000626-72.2006.4.03.6116
0011099-91.2008.4.03.6102
0001339-13.2011.4.03.6103
0010150-13.2011.4.03.6183
0002323-69.2012.4.03.6003
0000505-89.2007.4.03.6122
0005731-65.2017.4.03.6109
0003162-21.2008.4.03.6105
0003678-31.2014.4.03.6105
0011159-79.2013.4.03.6105
0003636-41.2012.4.03.6108
0007294-83.2006.4.03.6108
0004270-30.2014.4.03.6120
0002446-74.2012.4.03.6130
0002487-70.2014.4.03.6130
0004342-50.2015.4.03.6130
0002511-72.2011.4.03.6108
5000089-10.2019.4.03.6124
0004775-57.2014.4.03.6108
0005857-31.2011.4.03.6108
0005385-45.2016.4.03.6111
0001738-57.2012.4.03.6119
0000050-87.2007.4.03.6102
0007181-74.2011.4.03.6102
0004663-04.2019.4.03.6338
0002518-62.2010.4.03.6120
0009580-47.2009.4.03.6102
0002785-25.2009.4.03.6102
0008810-63.2010.4.03.6120
0002832-42.2009.4.03.6120
0007721-05.2010.4.03.6120
0012958-94.2012.4.03.6105
0008698-34.2009.4.03.6119
0003463-43.2015.4.03.6130
0006955-92.2013.4.03.6104
5030587-93.2021.4.03.6100
0005431-82.2012.4.03.6108
5000883-57.2022.4.03.6340
0004407-42.2009.4.03.6102
0000124-97.2020.4.03.6325
0002971-47.2011.4.03.6112
0011437-69.2016.4.03.6301
0003824-64.2014.4.03.6140
0004249-16.2011.4.03.6102
0001443-22.2012.4.03.6183
0012302-76.2008.4.03.6106
0034635-19.2008.4.03.6301
0002833-88.2013.4.03.6119
0014688-71.2010.4.03.6183
0008413-48.2006.4.03.6183
0009365-12.2015.4.03.6183
0002742-78.2005.4.03.6183
0004476-34.2010.4.03.6104
0005287-85.2010.4.03.6106
0005396-39.2010.4.03.6126
0009559-70.2011.4.03.6112
